point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule
876,53. Provider architecture retained,Provider errors incorporated into supervision telemetry.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0876,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
877,53. Provider architecture retained,Provider failures do not silently authorize consequential execution.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0877,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
878,54. Direct TypeSafe validation work,Direct TypeSafe transport remains wire-verified.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0878,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
879,54. Direct TypeSafe validation work,Add first genuine direct-account live smoke when credentials are available.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0879,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
880,54. Direct TypeSafe validation work,Distinguish wire-contract verification from live-account verification.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0880,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
881,54. Direct TypeSafe validation work,Do not claim direct live validation before it exists.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0881,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
882,54. Direct TypeSafe validation work,Keep OpenRouter path as known live-tested reference.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0882,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
883,54. Direct TypeSafe validation work,Compare direct TypeSafe and OpenRouter latency if live access becomes available.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0883,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
884,54. Direct TypeSafe validation work,Compare cost where applicable.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0884,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
885,54. Direct TypeSafe validation work,Compare response/probability behavior where appropriate.,T21,Provider compatibility and direct-TypeSafe validation,Phase 8 — provider hardening,T21-R0885,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
886,55. Latency constraints,Explicit architectural assumption: Jev ping cannot reliably get below roughly 500 ms in current setup.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0886,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
887,55. Latency constraints,Avoid adding that latency to ordinary tool work.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0887,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
888,55. Latency constraints,Avoid synchronous per-tool Jev calls.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0888,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
889,55. Latency constraints,Avoid synchronous per-observation Jev calls.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0889,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
890,55. Latency constraints,Avoid synchronous per-decision microchecks where asynchronous supervision suffices.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0890,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
891,55. Latency constraints,Reserve synchronous waiting for deliberately selected precommit boundaries.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0891,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
892,55. Latency constraints,Measure network latency separately from worker wall-clock penalty.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0892,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
893,55. Latency constraints,Design every new Jev feature around asynchronous operation where possible.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0893,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
894,56. Long-running autonomous-worker support,Supervision persists across very long turns.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0894,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
895,56. Long-running autonomous-worker support,Supervision persists across hundreds of tool calls.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0895,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
896,56. Long-running autonomous-worker support,Supervision persists across worker spawns.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0896,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
897,56. Long-running autonomous-worker support,Supervision persists across strategy changes.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0897,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
898,56. Long-running autonomous-worker support,Supervision persists until explicit turn completion.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0898,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
899,56. Long-running autonomous-worker support,Long-running sessions shift toward more compressed event representation.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0899,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
900,56. Long-running autonomous-worker support,High event volume does not disable critical-event Jev checks.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0900,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
901,56. Long-running autonomous-worker support,High event volume can reduce low-value Jev call frequency.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0901,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
902,56. Long-running autonomous-worker support,Long-run state summaries replace full raw history.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0902,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
903,56. Long-running autonomous-worker support,"Jev receives decision state, not 30,000-token conversation history.",T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0903,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
904,56. Long-running autonomous-worker support,Jev input optimized toward hundreds of relevant tokens where possible.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0904,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
905,57. Event-stream privacy/compactness principles,Jev receives structured relevant state instead of the complete transcript.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0905,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
906,57. Event-stream privacy/compactness principles,Raw conversation transcript not automatically forwarded to nervous-system Jev.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0906,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
907,57. Event-stream privacy/compactness principles,Raw roleplay transcript not automatically forwarded.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0907,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
908,57. Event-stream privacy/compactness principles,Raw tool transcript not automatically forwarded.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0908,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
909,57. Event-stream privacy/compactness principles,Relevant evidence condensed.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0909,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
910,57. Event-stream privacy/compactness principles,Relevant state condensed.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0910,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
911,57. Event-stream privacy/compactness principles,Decision alternatives explicitly represented.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0911,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
912,57. Event-stream privacy/compactness principles,Hermes proposal explicitly represented.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0912,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
913,57. Event-stream privacy/compactness principles,Event provenance retained despite compression.,T22,"Latency, long-running supervision, and compact provider payloads",Phase 8 — provider hardening,T22-R0913,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
914,58. Turn lifecycle,Prompt received.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0914,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
915,58. Turn lifecycle,turn_id created.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0915,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
916,58. Turn lifecycle,Hermes starts work immediately.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0916,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
917,58. Turn lifecycle,Prompt simultaneously evaluated by turn arbiter.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0917,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
918,58. Turn lifecycle,Arbiter returns OFF/WATCH/ON.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0918,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
919,58. Turn lifecycle,Local event bus runs.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0919,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
920,58. Turn lifecycle,Local router accumulates state.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0920,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
921,58. Turn lifecycle,ON mode permits active Jev calls.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0921,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
922,58. Turn lifecycle,WATCH mode waits for a decision-plane wake condition.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0922,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
923,58. Turn lifecycle,OFF mode logs admission result and remains quiet.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0923,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
924,58. Turn lifecycle,Material decision can create Jev assessment.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0924,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
925,58. Turn lifecycle,Jev result can log agreement.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0925,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
926,58. Turn lifecycle,Jev result can generate challenge.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0926,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
927,58. Turn lifecycle,Router continues accumulating state.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0927,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
928,58. Turn lifecycle,Supervision persists through autonomous execution.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0928,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
929,58. Turn lifecycle,Completion candidate receives high-priority review where supervised.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0929,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
930,58. Turn lifecycle,TURN_COMPLETE ends turn-scoped nervous system.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0930,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
931,58. Turn lifecycle,Final supervision summary emitted.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0931,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
932,59. WATCH wake triggers,Structured DECISION.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0932,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
933,59. WATCH wake triggers,MUTATION_INTENT.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0933,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
934,59. WATCH wake triggers,RECOVERY.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0934,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
935,59. WATCH wake triggers,COMPLETION_CANDIDATE.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0935,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
936,59. WATCH wake triggers,Consequential operation intent.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0936,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
937,59. WATCH wake triggers,Strategy change.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0937,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
938,59. WATCH wake triggers,Repeated failure.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0938,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
939,59. WATCH wake triggers,High uncertainty.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0939,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
940,59. WATCH wake triggers,Human escalation candidate.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0940,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
941,59. WATCH wake triggers,Irreversible-action candidate.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0941,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
942,59. WATCH wake triggers,Other adaptive-router indication that a real decision plane has emerged.,T23,End-to-end turn lifecycle and WATCH wake-up,Phase 9 — vertical integration,T23-R0942,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
943,60. Useful Jev call definition,Jev call should have a reasonable chance of changing Hermes’s next meaningful action.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0943,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
944,60. Useful Jev call definition,Jev call should have a reasonable chance of preventing an error.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0944,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
945,60. Useful Jev call definition,Jev call should have a reasonable chance of catching false completion.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0945,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
946,60. Useful Jev call definition,Jev call should have a reasonable chance of improving recovery.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0946,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
947,60. Useful Jev call definition,Jev call should have a reasonable chance of improving routing.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0947,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
948,60. Useful Jev call definition,Jev call should have a reasonable chance of identifying need for more evidence.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0948,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
949,60. Useful Jev call definition,Calls that merely reconfirm obvious harmless behavior should be suppressed.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0949,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
950,60. Useful Jev call definition,Calls whose answer cannot influence any still-actionable state should normally be suppressed.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0950,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
951,61. Anti-bureaucracy behavior,Do not Jev-check every ls.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0951,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
952,61. Anti-bureaucracy behavior,Do not Jev-check every file read.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0952,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
953,61. Anti-bureaucracy behavior,Do not Jev-check every grep.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0953,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
954,61. Anti-bureaucracy behavior,Do not Jev-check every status command.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0954,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
955,61. Anti-bureaucracy behavior,Do not Jev-check every successful test.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0955,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
956,61. Anti-bureaucracy behavior,Do not Jev-check every harmless tool call.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0956,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
957,61. Anti-bureaucracy behavior,Do not turn Jev into an ALLOW-everything latency tax.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0957,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
958,61. Anti-bureaucracy behavior,Do not optimize for maximizing percentage of actions reviewed.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0958,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
959,61. Anti-bureaucracy behavior,Do not equate more Jev calls with better control.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0959,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
960,61. Anti-bureaucracy behavior,Do not use Jev as a conversational shadow for ordinary dialogue.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0960,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
961,62. Synchronous loop ideas explicitly superseded,Do not make route → act → verify → route a mandatory synchronous network loop.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0961,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
962,62. Synchronous loop ideas explicitly superseded,Do not require Jev verification after every meaningful Hermes unit if it would block execution.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0962,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
963,62. Synchronous loop ideas explicitly superseded,Do not independently call Jev for verification and then again for next-action selection when one assessment can batch them.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0963,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
964,62. Synchronous loop ideas explicitly superseded,Do not make Hermes wait 500+ ms at every fork unless that fork is deliberately precommit/consequential.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0964,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
965,62. Synchronous loop ideas explicitly superseded,Preserve the conceptual control states from that design while moving them into the asynchronous nervous system.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0965,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
966,63. Raw-chat separation explicitly refined,Do not completely forbid Jev from seeing the user prompt.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0966,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
967,63. Raw-chat separation explicitly refined,The turn arbiter may see the original prompt once.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0967,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
968,63. Raw-chat separation explicitly refined,The nervous system should not continuously consume raw chat.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0968,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
969,63. Raw-chat separation explicitly refined,"After admission, structured decision state becomes the primary Jev input.",T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0969,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
970,63. Raw-chat separation explicitly refined,Casual prompts should normally terminate after the admission decision.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0970,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
971,63. Raw-chat separation explicitly refined,Chat can still contain work.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0971,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
972,63. Raw-chat separation explicitly refined,Work can still look like chat.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0972,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
973,63. Raw-chat separation explicitly refined,Roleplay can still contain accountable director-level work.,T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0973,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
974,63. Raw-chat separation explicitly refined,"Therefore Jev activation must follow decision-plane/accountability semantics, not UI surface.",T24,"Useful-call policy, anti-bureaucracy, and asynchronous invariants",Phase 9 — vertical integration,T24-R0974,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
975,64. Decision admission inside an active turn,Local router acts as second-level admission after turn-level Jev admission.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0975,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
976,64. Decision admission inside an active turn,Turn admission answers could this turn need Jev?,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0976,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
977,64. Decision admission inside an active turn,Local router answers does Jev matter right now?,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0977,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
978,64. Decision admission inside an active turn,Jev itself not invoked for every local router decision.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0978,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
979,64. Decision admission inside an active turn,Local router designed to be far cheaper than remote Jev.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0979,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
980,64. Decision admission inside an active turn,Local router stateful across the turn.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0980,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
981,64. Decision admission inside an active turn,Local router decision based on state deltas rather than raw event count.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0981,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
982,64. Decision admission inside an active turn,Critical-event bypass always available.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0982,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
983,65. Potential future local intelligence,Lightweight local statistical model.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0983,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
984,65. Potential future local intelligence,Lightweight classifier.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0984,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
985,65. Potential future local intelligence,No need for full conversational intelligence.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0985,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
986,65. Potential future local intelligence,Input primarily router-state features.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0986,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
987,65. Potential future local intelligence,Output useful-disagreement probability.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0987,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
988,65. Potential future local intelligence,Potential confidence calibration.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0988,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
989,65. Potential future local intelligence,Potential event-type calibration.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0989,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
990,65. Potential future local intelligence,Potential per-objective calibration.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0990,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
991,65. Potential future local intelligence,Potential model-specific calibration.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0991,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
992,65. Potential future local intelligence,Potential online/offline tuning from collected receipts.,T25,Second-level local admission and future relevance intelligence,Phase 9 — vertical integration,T25-R0992,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
993,66. Goal-oriented verification,Verification tied to explicit goal.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R0993,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
994,66. Goal-oriented verification,Verification tied to observed evidence.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R0994,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
995,66. Goal-oriented verification,Verification tied to done criteria.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R0995,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
996,66. Goal-oriented verification,Verification not based solely on Hermes saying work is complete.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R0996,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
997,66. Goal-oriented verification,Completion evidence bundled into Jev assessment.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R0997,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
998,66. Goal-oriented verification,PASS only when required state is actually supported.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R0998,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
999,66. Goal-oriented verification,RETRY for execution failure with still-valid strategy.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R0999,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
1000,66. Goal-oriented verification,REPLAN when current approach is inadequate.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R1000,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
1001,66. Goal-oriented verification,ESCALATE when genuine external/human dependency exists.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R1001,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
1002,66. Goal-oriented verification,GATHER_EVIDENCE when state is insufficient.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R1002,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
1003,66. Goal-oriented verification,Avoid completion without relevant evidence.,T26,Goal-oriented completion verification and authority policy,Phase 9 — vertical integration,T26-R1003,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
